1008.95	555.448
989.125	537.949
970.795	520.864
953.1	504.871
936.281	489.61
920.063	474.713
905.02	461.195
974.913	560.872
956.29	542.87
938.344	525.582
921.552	509.283
905.207	493.592
889.895	478.635
874.795	464.602
940.724	566.151
922.59	547.59
905.535	530.159
889.177	513.541
873.8	497.872
858.795	482.635
844.841	468.468
905.807	571.029
888.494	552.605
871.978	534.553
856.623	518.131
841.689	502.168
827.802	486.933
814.102	472.441
870.417	575.99
853.776	557.399
838.388	539.279
823.309	522.332
809.441	506.388
795.861	490.751
783.267	476.442
-5.06705509329	-19.1783575121	26108.9472853
-18.5000467621	35.4202295366	9335.56498204
1.62820518534e-06	0.00750804818317	1.0
2000.0	2000.0
2140.0	2000.0
2280.0	2000.0
2420.0	2000.0
2560.0	2000.0
2700.0	2000.0
2840.0	2000.0
2000.0	2140.0
2140.0	2140.0
2280.0	2140.0
2420.0	2140.0
2560.0	2140.0
2700.0	2140.0
2840.0	2140.0
2000.0	2280.0
2140.0	2280.0
2280.0	2280.0
2420.0	2280.0
2560.0	2280.0
2700.0	2280.0
2840.0	2280.0
2000.0	2420.0
2140.0	2420.0
2280.0	2420.0
2420.0	2420.0
2560.0	2420.0
2700.0	2420.0
2840.0	2420.0
2000.0	2560.0
2140.0	2560.0
2280.0	2560.0
2420.0	2560.0
2560.0	2560.0
2700.0	2560.0
2840.0	2560.0
