1043.53	600.463
1008.17	582.333
974.627	564.91
942.795	548.411
912.352	532.818
883.17	517.83
855.646	503.617
1014.57	613.745
979.554	594.965
945.854	576.918
914.272	559.615
883.743	543.564
855.21	528.294
827.448	513.49
984.954	627.76
949.506	608.122
916.38	589.528
884.6	571.643
854.607	554.848
825.826	538.802
798.738	523.699
953.626	642.466
918.753	621.962
885.573	602.545
854.101	584.26
824.014	566.72
795.78	550.047
768.641	534.437
921.411	657.663
886.396	636.374
853.498	616.289
822.072	597.071
792.636	579.153
764.401	561.689
737.675	545.549
-11.7642816857	-6.66602678205	28800.3659375
-16.4285857775	40.6091199168	-979.882788498
-0.000119926164474	0.00896935463616	1.0
2000.0	1000.0
2140.0	1000.0
2280.0	1000.0
2420.0	1000.0
2560.0	1000.0
2700.0	1000.0
2840.0	1000.0
2000.0	1140.0
2140.0	1140.0
2280.0	1140.0
2420.0	1140.0
2560.0	1140.0
2700.0	1140.0
2840.0	1140.0
2000.0	1280.0
2140.0	1280.0
2280.0	1280.0
2420.0	1280.0
2560.0	1280.0
2700.0	1280.0
2840.0	1280.0
2000.0	1420.0
2140.0	1420.0
2280.0	1420.0
2420.0	1420.0
2560.0	1420.0
2700.0	1420.0
2840.0	1420.0
2000.0	1560.0
2140.0	1560.0
2280.0	1560.0
2420.0	1560.0
2560.0	1560.0
2700.0	1560.0
2840.0	1560.0
